,MEAS_DT,Ni_1.1C_min,Ni_1.1C_max,Cu_1.1C_min,Cu_1.1C_max,Ni_1.2C_min,Ni_1.2C_max,Cu_1.2C_min,Cu_1.2C_max,Cu_2.1T_min,Cu_2.1T_max,Cu_2.2T_min,Cu_2.2T_max,Cu_3.1T_min,Cu_3.1T_max,Cu_3.2T_min,Cu_3.2T_max,Ni_4.1T_min,Ni_4.1T_max,Ni_4.1C_min,Ni_4.1C_max,Ni_4.2T_min,Ni_4.2T_max,Ni_4.2C_min,Ni_4.2C_max,Ni_5.1T_min,Ni_5.1T_max,Ni_5.1C_min,Ni_5.1C_max,Ni_5.2T_min,Ni_5.2T_max,Ni_5.2C_min,Ni_5.2C_max,Ni_6.1T_min,Ni_6.1T_max,Ni_6.1C_min,Ni_6.1C_max,Ni_6.2T_min,Ni_6.2T_max,Ni_6.2C_min,Ni_6.2C_max
24,2024-01-19 16:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.65,0.8,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.1,1.35,8.6,9.0,1.4,1.6,9.2,9.8
25,2024-01-19 17:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.65,0.8,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.1,1.35,8.6,9.0,1.4,1.6,9.2,9.8
26,2024-01-19 17:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.65,0.8,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.1,1.35,8.6,9.0,1.4,1.6,9.2,9.8
27,2024-01-19 17:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.65,0.8,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.1,1.35,8.6,9.0,1.4,1.6,9.2,9.8
28,2024-01-19 17:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.65,0.8,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.1,1.35,8.6,9.0,1.4,1.6,9.2,9.8
29,2024-01-19 18:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.65,0.8,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.1,1.35,8.6,9.0,1.4,1.6,9.2,9.8
30,2024-01-19 18:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.65,0.8,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.1,1.35,8.6,9.0,1.4,1.6,9.2,9.8
31,2024-01-19 18:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.65,0.8,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.1,1.35,8.6,9.0,1.4,1.6,9.2,9.8
32,2024-01-19 18:45:00,2.6,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.6,0.8,1.6,0.66,0.7,4.0,4.8,0.65,0.79,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.4,1.375,9.1,9.45
33,2024-01-19 19:00:00,2.6,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.6,0.8,1.6,0.66,0.7,4.0,4.8,0.65,0.79,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.4,1.375,9.1,9.45
34,2024-01-19 19:15:00,2.6,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.6,0.8,1.6,0.66,0.7,4.0,4.8,0.65,0.79,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.4,1.375,9.1,9.45
35,2024-01-19 19:30:00,2.6,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.6,0.8,1.6,0.66,0.7,4.0,4.8,0.65,0.79,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.4,1.375,9.1,9.45
36,2024-01-19 19:45:00,2.6,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.6,0.8,1.6,0.66,0.7,4.0,4.8,0.65,0.79,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.4,1.375,9.1,9.45
37,2024-01-19 20:00:00,2.6,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.6,0.8,1.6,0.66,0.7,4.0,4.8,0.65,0.79,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.4,1.375,9.1,9.45
38,2024-01-19 20:15:00,2.6,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.6,0.8,1.6,0.66,0.7,4.0,4.8,0.65,0.79,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.4,1.375,9.1,9.45
39,2024-01-19 20:30:00,2.6,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.6,0.8,1.6,0.66,0.7,4.0,4.8,0.65,0.79,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.4,1.375,9.1,9.45
40,2024-01-19 20:45:00,2.7,3.0,4.4,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.725,1.5,0.6000000000000001,0.75,4.0,5.0,0.65,0.75,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.4,1.6,9.2,9.8
41,2024-01-19 21:00:00,2.7,3.0,4.4,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.725,1.5,0.6000000000000001,0.75,4.0,5.0,0.65,0.75,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.4,1.6,9.2,9.8
42,2024-01-19 21:15:00,2.7,3.0,4.4,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.725,1.5,0.6000000000000001,0.75,4.0,5.0,0.65,0.75,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.4,1.6,9.2,9.8
43,2024-01-19 21:30:00,2.7,3.0,4.4,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.725,1.5,0.6000000000000001,0.75,4.0,5.0,0.65,0.75,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.4,1.6,9.2,9.8
44,2024-01-19 21:45:00,2.7,3.0,4.4,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.725,1.5,0.6000000000000001,0.75,4.0,5.0,0.65,0.75,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.4,1.6,9.2,9.8
45,2024-01-19 22:00:00,2.7,3.0,4.4,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.725,1.5,0.6000000000000001,0.75,4.0,5.0,0.65,0.75,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.4,1.6,9.2,9.8
46,2024-01-19 22:15:00,2.7,3.0,4.4,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.725,1.5,0.6000000000000001,0.75,4.0,5.0,0.65,0.75,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.4,1.6,9.2,9.8
47,2024-01-19 22:30:00,2.7,3.0,4.4,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.725,1.5,0.6000000000000001,0.75,4.0,5.0,0.65,0.75,3.5,4.6,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.4,1.6,9.2,9.8
48,2024-01-19 22:45:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.7,1.5,0.65,0.7,4.0,4.8,0.65,0.75,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.4,9.3,9.2,1.4,1.5,9.0,9.5
49,2024-01-19 23:00:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.7,1.5,0.65,0.7,4.0,4.8,0.65,0.75,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.4,9.3,9.2,1.4,1.5,9.0,9.5
50,2024-01-19 23:15:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.7,1.5,0.65,0.7,4.0,4.8,0.65,0.75,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.4,9.3,9.2,1.4,1.5,9.0,9.5
51,2024-01-19 23:30:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.7,1.5,0.65,0.7,4.0,4.8,0.65,0.75,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.4,9.3,9.2,1.4,1.5,9.0,9.5
52,2024-01-19 23:45:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.7,1.5,0.65,0.7,4.0,4.8,0.65,0.75,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.4,9.3,9.2,1.4,1.5,9.0,9.5
53,2024-01-20 00:00:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.7,1.5,0.65,0.7,4.0,4.8,0.65,0.75,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.4,9.3,9.2,1.4,1.5,9.0,9.5
54,2024-01-20 00:15:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.7,1.5,0.65,0.7,4.0,4.8,0.65,0.75,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.4,9.3,9.2,1.4,1.5,9.0,9.5
55,2024-01-20 00:30:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.35,0.34,0.45,0.34,0.42,0.8,1.4,0.7,1.5,0.65,0.7,4.0,4.8,0.65,0.75,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.4,9.3,9.2,1.4,1.5,9.0,9.5
56,2024-01-20 00:45:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.2,0.34,0.45,0.34,0.42,0.8,1.4,1.0,1.4,0.67,0.7,4.0,4.8,0.65,0.7,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.2,1.375,8.9,9.25
57,2024-01-20 01:00:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.2,0.34,0.45,0.34,0.42,0.8,1.4,1.0,1.4,0.67,0.7,4.0,4.8,0.65,0.7,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.2,1.375,8.9,9.25
58,2024-01-20 01:15:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.2,0.34,0.45,0.34,0.42,0.8,1.4,1.0,1.4,0.67,0.7,4.0,4.8,0.65,0.7,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.2,1.375,8.9,9.25
59,2024-01-20 01:30:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.2,0.34,0.45,0.34,0.42,0.8,1.4,1.0,1.4,0.67,0.7,4.0,4.8,0.65,0.7,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.2,1.375,8.9,9.25
60,2024-01-20 01:45:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.2,0.34,0.45,0.34,0.42,0.8,1.4,1.0,1.4,0.67,0.7,4.0,4.8,0.65,0.7,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.2,1.375,8.9,9.25
61,2024-01-20 02:00:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.2,0.34,0.45,0.34,0.42,0.8,1.4,1.0,1.4,0.67,0.7,4.0,4.8,0.65,0.7,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.2,1.375,8.9,9.25
62,2024-01-20 02:15:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.2,0.34,0.45,0.34,0.42,0.8,1.4,1.0,1.4,0.67,0.7,4.0,4.8,0.65,0.7,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.2,1.375,8.9,9.25
63,2024-01-20 02:30:00,2.7,3.0,4.300000000000001,4.9,2.8,3.2,4.4,5.2,0.34,0.45,0.34,0.42,0.8,1.4,1.0,1.4,0.67,0.7,4.0,4.8,0.65,0.7,3.5,4.3,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.1,1.35,9.3,9.0,1.2,1.375,8.9,9.25
64,2024-01-20 02:45:00,2.7,3.0,4.2,4.9,2.8,3.2,4.5,5.2,0.34,0.45,0.34,0.42,0.8,1.6,0.9,1.4,0.67,0.7,4.0,4.8,0.65,0.74,3.5,4.5,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.0,1.25,8.8,9.0
65,2024-01-20 03:00:00,2.7,3.0,4.2,4.9,2.8,3.2,4.5,5.2,0.34,0.45,0.34,0.42,0.8,1.6,0.9,1.4,0.67,0.7,4.0,4.8,0.65,0.74,3.5,4.5,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.0,1.25,8.8,9.0
66,2024-01-20 03:15:00,2.7,3.0,4.2,4.9,2.8,3.2,4.5,5.2,0.34,0.45,0.34,0.42,0.8,1.6,0.9,1.4,0.67,0.7,4.0,4.8,0.65,0.74,3.5,4.5,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.0,1.25,8.8,9.0
67,2024-01-20 03:30:00,2.7,3.0,4.2,4.9,2.8,3.2,4.5,5.2,0.34,0.45,0.34,0.42,0.8,1.6,0.9,1.4,0.67,0.7,4.0,4.8,0.65,0.74,3.5,4.5,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.0,1.25,8.8,9.0
68,2024-01-20 03:45:00,2.7,3.0,4.2,4.9,2.8,3.2,4.5,5.2,0.34,0.45,0.34,0.42,0.8,1.6,0.9,1.4,0.67,0.7,4.0,4.8,0.65,0.74,3.5,4.5,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.0,1.25,8.8,9.0
69,2024-01-20 04:00:00,2.7,3.0,4.2,4.9,2.8,3.2,4.5,5.2,0.34,0.45,0.34,0.42,0.8,1.6,0.9,1.4,0.67,0.7,4.0,4.8,0.65,0.74,3.5,4.5,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.0,1.25,8.8,9.0
70,2024-01-20 04:15:00,2.7,3.0,4.2,4.9,2.8,3.2,4.5,5.2,0.34,0.45,0.34,0.42,0.8,1.6,0.9,1.4,0.67,0.7,4.0,4.8,0.65,0.74,3.5,4.5,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.0,1.25,8.8,9.0
71,2024-01-20 04:30:00,2.7,3.0,4.2,4.9,2.8,3.2,4.5,5.2,0.34,0.45,0.34,0.42,0.8,1.6,0.9,1.4,0.67,0.7,4.0,4.8,0.65,0.74,3.5,4.5,0.65,0.7,6.1,6.5,0.55,0.75,6.0,6.8,1.0,1.35,9.3,9.0,1.0,1.25,8.8,9.0
72,2024-01-20 04:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.825,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.45,1.425,9.2,9.45
73,2024-01-20 05:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.825,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.45,1.425,9.2,9.45
74,2024-01-20 05:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.825,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.45,1.425,9.2,9.45
75,2024-01-20 05:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.825,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.45,1.425,9.2,9.45
76,2024-01-20 05:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.825,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.45,1.425,9.2,9.45
77,2024-01-20 06:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.4,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.825,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.45,1.425,9.2,9.45
